name,symbol,weight
FIRST BUSINESS FINANCIAL SERVICES,FBIZ,0.000136
SENECA FOODS CORP. CL A,SENEA,0.000136
TRIUMPH BANCORP INC,TBK,0.000136
CONSOLIDATED TOMOKA LAND,CTO,0.000136
ATLANTIC POWER CORP,AT,0.000136
HESKA CORP.,HSKA,0.000136
OXFORD IMMUNOTEC GLOBAL PLC,OXFD,0.000136
MANNKIND CORP.,MNKD,0.000135
TUBEMOGUL INC,TUBE,0.000135
AMERICAN NATIONAL BANKSHARES INC.,AMNB,0.000135
CLIFFS NATURAL RESOURCES INC.,CLF,0.000135
FRANKLIN COVEY CO.,FC,0.000135
TETRAPHASE PHARMACEUTICALS INC,TTPH,0.000134
WINMARK CORP.,WINA,0.000134
AKEBIA THERAPEUTICS INC,AKBA,0.000134
CECO ENVIRONMENTAL CORP,CECE,0.000134
RAIT FINANCIAL TRUST REIT,RAS,0.000133
PARATEK PHARMACEUTICALS INC,PRTK,0.000133
FURMANITE CORP.,FRM,0.000133
PEREGRINE PHARMACEUTICALS INC.,PPHM,0.000133
TRECORA RESOURCES,TREC,0.000133
NATURAL GROCERS BY VITAMIN COTTAGE,NGVC,0.000132
TRONOX LTD CLASS A,TROX,0.000132
ALLIANCE FIBER OPTIC PRODUCTS INC,AFOP,0.000132
NUTRACEUTICAL INTERNATIONAL CORP.,NUTR,0.000131
OLD SECOND BANCORP INC.,OSBC,0.000131
BLUEROCK RESIDENTIAL GROWTH REIT C,BRG,0.000131
BIG 5 SPORTING GOODS CORP.,BGFV,0.000131
QAD INC. CL A,QADA,0.00013
ORCHID ISLAND CAPITAL INC,ORC,0.000129
STEIN MART INC.,SMRT,0.000129
SIERRA BANCORP,BSRR,0.000129
LOXO ONCOLOGY INC,LOXO,0.000129
ELIZABETH ARDEN INC.,RDEN,0.000129
RTI SURGICAL INC,RTIX,0.000129
LEMAITRE VASCULAR INC.,LMAT,0.000128
CASCADE MICROTECH INC.,CSCD,0.000128
FIRST BANCORP INC.,FNLC,0.000128
FOUNDATION MEDICINE INC,FMI,0.000127
CAREER EDUCATION CORP.,CECO,0.000127
NEWSTAR FINANCIAL INC.,NEWS,0.000127
ROADRUNNER TRANSPORTATION SYSTEMS,RRTS,0.000127
GREAT LAKES DREDGE & DOCK CORP.,GLDD,0.000127
SUN BANCORP INC,SNBC,0.000127
NEW RELIC INC,NEWR,0.000126
AMERICAS CAR-MART INC.,CRMT,0.000126
VIVINT SOLAR INC,VSLR,0.000126
ESPERION THERAPEUTICS INC,ESPR,0.000125
CELADON GROUP INC.,CGI,0.000125
BIOSPECIFICS TECHNOLOGIES CORP.,BSTC,0.000125
NORTHERN OIL AND GAS INC,NOG,0.000125
BRIGHTCOVE INC,BCOV,0.000125
PENNS WOODS BANCORP INC.,PWOD,0.000124
RADNET INC.,RDNT,0.000124
CENTRAL EUROPEAN MEDIA ENTERPRISES,CETV,0.000124
ASCENT CAPITAL GROUP INC. SERIES A,ASCMA,0.000124
PENNYMAC FINANCIAL SERVICES INC CL,PFSI,0.000124
EXACTECH INC.,EXAC,0.000123
FARMERS CAPITAL BANK CORP.,FFKT,0.000123
OLLIES BARGAIN OUTLET HOLDINGS IN,OLLI,0.000123
IMMUNOMEDICS INC.,IMMU,0.000123
READING INTERNATIONAL INC. CL A,RDI,0.000123
FIVE9 INCINARY,FIVN,0.000122
HOVNANIAN ENTERPRISES INC. CL A,HOV,0.000122
STRATTEC SECURITY CORP.,STRT,0.000122
NAVIOS MARITIME ACQUISITION CORP,NNA,0.000122
ATLAS FINANCIAL HOLDINGS INC,AFH,0.000122
ASSOCIATED CAPITAL GROUP INC CLASS,AC,0.000122
SHAKE SHACK INC CLASS A,SHAK,0.000122
IDT CORP. CL B,IDT,0.000121
AEGERION PHARMACEUTICALS INC.,AEGR,0.000121
ACACIA RESEARCH CORP.-ACACIA TECHN,ACTG,0.000121
REIS INC,REIS,0.00012
RIGNET INC.,RNET,0.00012
CORENERGY INFRASTRUCTURE TRUST REI,CORR,0.00012
VITAL THERAPIES INC,VTL,0.000119
IDERA PHARMACEUTICALS INC.,IDRA,0.000119
NATIONAL INTERSTATE CORP.,NATL,0.000119
BSB BANCORP INC,BLMT,0.000119
OIL-DRI CORP. OF AMERICA,ODC,0.000118
BAR HARBOR BANKSHARES,BHB,0.000118
ADURO BIOTECH INC,ADRO,0.000118
METALDYNE PERFORMANCE GROUP INC,MPG,0.000118
GAMCO INVESTORS INC CLASS A,GBL,0.000118
ORGANOVO HOLDINGS INC,ONVO,0.000118
ERA GROUP INC.,ERA,0.000118
EHEALTH INC.,EHTH,0.000118
EXCO RESOURCES INC.,XCO,0.000117
EMC INSURANCE GROUP INC.,EMCI,0.000117
HERITAGE OAKS BANCORP,HEOP,0.000117
NOVOCURE LTD,NVCR,0.000117
COVENANT TRANSPORTATION GROUP INC.,CVTI,0.000117
CRA INTERNATIONAL INC.,CRAI,0.000117
NACCO INDUSTRIES INC. CL A,NC,0.000117
VILLAGE SUPER MARKET INC. CL A,VLGEA,0.000117
REGULUS THERAPEUTICS INC,RGLS,0.000116
BUILD-A-BEAR WORKSHOP INC.,BBW,0.000116
SPARTON CORP.,SPA,0.000115
THE BANCORP INC.,TBBK,0.000115
JIVE SOFTWARE INC.,JIVE,0.000115
EL POLLO LOCO INC,LOCO,0.000115
SORRENTO THERAPEUTICS INC,SRNE,0.000115
POZEN INC.,POZN,0.000114
NATURAL HEALTH TRENDS CORP,NHTC,0.000113
NANOSTRING TECHNOLOGIES INC,NSTG,0.000113
STONE ENERGY CORP.,SGY,0.000113
BLUEPRINT MEDICINES CORP,BPMC,0.000113
EZCORP INC. CL A,EZPW,0.000112
BIODELIVERY SCIENCES INTERNATIONAL,BDSI,0.000112
JAMBA INC.,JMBA,0.000112
CARBONITE INC,CARB,0.000112
SUNCOKE ENERGY INC.,SXC,0.000111
KEYW HOLDING CORP,KEYW,0.000111
ARDMORE SHIPPING CORP,ASC,0.000111
QUANTUM CORP.,QTM,0.000111
CASCADE BANCORP,CACB,0.00011
ARDELYX INC,ARDX,0.00011
PARKER DRILLING CO.,PKD,0.00011
OSIRIS THERAPEUTICS INC.,OSIR,0.00011
ALPHA AND OMEGA SEMICONDUCTOR LTD,AOSL,0.00011
CPI CARD GROUP INC,PMTS,0.00011
WEYCO GROUP INC.,WEYS,0.00011
ULTRA CLEAN HOLDINGS INC.,UCTT,0.00011
FOAMIX PHARMACEUTICALS LTD,FOMX,0.00011
VARONIS SYSTEMS INC,VRNS,0.000109
TELADOC INC,TDOC,0.000109
AIMMUNE THERAPEUTICS INC,AIMT,0.000109
TERRAFORM GLOBAL INC CLASS A,GLBL,0.000109
KARYOPHARM THERAPEUTICS INC,KPTI,0.000108
C&J ENERGY SERVICES LTD,CJES,0.000108
1-800-FLOWERS.COM INC. CL A,FLWS,0.000107
FRESHPET INC,FRPT,0.000107
NTELOS HOLDINGS CORP,NTLS,0.000107
TIMKENSTEEL CORP,TMST,0.000107
CONSOLIDATED WATER CO. INC.,CWCO,0.000106
MONEYGRAM INTERNATIONAL INC,MGI,0.000106
TIPTREE FINANCIAL INC CLASS A,TIPT,0.000106
ENTERPRISE BANCORP INC.,EBTC,0.000106
NAVIDEA BIOPHARMACEUTICALS INC,NAVB,0.000106
COMMUNITYONE BANCORP,COB,0.000106
CALAMOS ASSET MANAGEMENT INC. SHS,CLMS,0.000105
CAPITAL CITY BANK GROUP INC.,CCBG,0.000105
HURCO COS.,HURC,0.000105
ARCTIC CAT INC.,ACAT,0.000105
LIMONEIRA CO.,LMNR,0.000105
EASTMAN KODAK CO,KODK,0.000105
DESTINATION XL GROUP INC.,DXLG,0.000104
CROWN MEDIA HOLDINGS INC CLASS A,CRWN,0.000104
FRANKLIN FINANCIAL NETWORK INC,FSB,0.000104
HINGHAM INSTITUTION FOR SAVINGS,HIFS,0.000104
OREXIGEN THERAPEUTICS INC.,OREX,0.000104
WINGSTOP INC,WING,0.000104
TANDEM DIABETES CARE INC,TNDM,0.000103
LEAP WIRELESS INTERNATIONAL CVR,LEAP,0.000103
CATALYST PHARMACEUTICALS INC,CPRX,0.000103
INTRAWEST RESORTS HOLDINGS INC,SNOW,0.000102
BEL FUSE INC. CL B,BELFB,0.000102
UNITED ONLINE INC,UNTD,0.000101
OPPENHEIMER HOLDINGS INC.,OPY,0.000101
TITAN MACHINERY INC.,TITN,0.000101
HORIZON GLOBAL CORP,HZN,0.000101
GRAHAM CORP,GHM,0.000101
PFENEX INC,PFNX,0.0001
BIOTIME INC,BTX,0.000099
AMPLIFY SNACK BRANDS INC,BETR,0.000099
SENOMYX INC.,SNMX,0.000099
OVASCIENCE INC,OVAS,0.000099
BONANZA CREEK ENERGY INC.,BCEI,0.000099
VITAE PHARMACEUTICALS INC,VTAE,0.000099
REGIONAL MANAGEMENT CORP,RM,0.000099
DUCOMMUN INC.,DCO,0.000099
WEST MARINE INC.,WMAR,0.000099
C1 FINANCIAL INC,BNK,0.000098
EVOLENT HEALTH INC CLASS A,EVH,0.000098
HALLMARK FINANCIAL SERVICES INC.,HALL,0.000098
SUNRUN INC,RUN,0.000098
TELENAV INC.,TNAV,0.000098
KOPIN CORP.,KOPN,0.000097
GLOBAL BLOOD THERAPEUTICS INC,GBT,0.000097
MOBILEIRON INC,MOBL,0.000097
TRC COS. INC.,TRR,0.000097
ANTARES PHARMA INC.,ATRS,0.000097
TECHTARGET INC,TTGT,0.000097
ENOVA INTERNATIONAL INC,ENVA,0.000096
CUTERA INC.,CUTR,0.000096
CLEARFIELD INC.,CLFD,0.000096
SEQUENOM INC.,SQNM,0.000096
FEDERAL MOGUL HOLDINGS CORP,FDML,0.000095
REAL INDUSTRY INC,RELY,0.000095
CENTURY BANCORP INC. CL A,CNBKA,0.000095
ONCOTHYREON INC.,ONTY,0.000095
PFSWEB INC.,PFSW,0.000095
CONFORMIS INC,CFMS,0.000095
MERCHANTS BANCSHARES INC. (VERMONT,MBVT,0.000095
SOLAZYME INC.,SZYM,0.000095
KRATOS DEFENSE & SECURITY SOLUTION,KTOS,0.000095
BILL BARRETT CORP.,BBG,0.000095
ARC DOCUMENT SOLUTIONS INC.,ARC,0.000094
DURECT CORP.,DRRX,0.000094
HEMISPHERE MEDIA GROUP INC CLASS A,HMTV,0.000094
USA TRUCK INC.,USAK,0.000094
JAKKS PACIFIC INC.,JAKK,0.000093
RMR GROUP INC CLASS A,RMR,0.000093
SANCHEZ ENERGY CORP.,SN,0.000093
ETSY INC,ETSY,0.000092
NATIONAL RESEARCH CORP. CL -A- WI,NRCIA,0.000092
CELLULAR BIOMEDICINE GROUP INC,CBMG,0.000092
CENTURY ALUMINUM CO.,CENX,0.000092
QUINSTREET INC.,QNST,0.000092
ADDUS HOMECARE CORP,ADUS,0.000091
KVH INDUSTRIES INC.,KVHI,0.000091
VISHAY PRECISION GROUP INC.,VPG,0.000091
SAGA COMMUNICATIONS INC CLASS A,SGA,0.000091
AGILYSYS INC.,AGYS,0.000091
LIQUIDITY SERVICES INC.,LQDT,0.000091
J ALEXANDERS HOLDINGS INC,JAX,0.000091
BOX INC CLASS A,BOX,0.000091
ACCESS NATIONAL CORP.,ANCX,0.00009
A V HOMES INC,AVHI,0.000089
IMPAC MORTGAGE HOLDINGS REIT INC,IMH,0.000089
TRUPANION INC,TRUP,0.000089
AAC HLDG INC,AAC,0.000088
NATIONAL COMMERCE CORP,NCOM,0.000088
BEAR STATE FINANCIAL INC,BSF,0.000088
DATALINK CORP,DTLK,0.000088
GLAUKOS CORP,GKOS,0.000087
BOJANGLES INC,BOJA,0.000087
ALARM.COM HOLDINGS INC,ALRM,0.000087
ESCALADE INC.,ESCA,0.000087
ELECTRO RENT CORP.,ELRC,0.000086
CASTLIGHT HEALTH INC CLASS B,CSLT,0.000086
APPLIED GENETIC TECHNOLOGIES CORP,AGTC,0.000086
HARTE-HANKS INC.,HHS,0.000085
ALICO INC.,ALCO,0.000085
HORTONWORKS INC,HDP,0.000085
CHEROKEE INC.,CHKE,0.000084
NOODLES ORD CLASS A,NDLS,0.000084
GEOSPACE TECHNOLOGIES CORP,GEOS,0.000084
OVERSTOCK.COM INC.,OSTK,0.000084
CONTROL4 CORP,CTRL,0.000083
VICOR CORP.,VICR,0.000083
LIFETIME BRANDS INC.,LCUT,0.000083
CAI INTERNATIONAL INC,CAI,0.000083
SUPERIOR UNIFORM GROUP INC.,SGC,0.000083
MARLIN BUSINESS SERVICES CORP.,MRLN,0.000082
GREEN BRICK PARTNERS INC,GRBK,0.000082
ALLIED MOTION TECHNOLOGIES INC.,AMOT,0.000082
KONA GRILL INC.,KONA,0.000082
GALENA BIOPHARMA INC.,GALE,0.000081
GREEN BANCORP INC,GNBC,0.000081
CRAWFORD & CO. CL B,CRDb,0.000081
RAPID7 INC,RPD,0.000081
INVIVO THERAPEUTICS HOLDINGS CORP,NVIV,0.000081
STRAIGHT PATH COMMUNICATIONS INC C,STRP,0.000081
BRAVO BRIO RESTAURANT GROUP INC.,BBRG,0.000081
CYTRX CORP.,CYTR,0.00008
TITAN INTERNATIONAL INC,TWI,0.00008
SEASPINE HOLDINGS CORP,SPNE,0.00008
IMMUNE DESIGN CORP,IMDZ,0.00008
AVALANCHE BIOTECHNOLOGIES INC,AAVL,0.00008
FUELCELL ENERGY INC,FCEL,0.000079
XERIUM TECHNOLOGIES INC.,XRM,0.000079
ACLARIS THERAPEUTICS INC,ACRS,0.000078
RING ENERGY INC,REI,0.000078
MULTI-FINELINE ELECTRONIX INC.,MFLX,0.000078
CARE.COM INC,CRCM,0.000078
BRIDGEPOINT EDUCATION INC.,BPI,0.000077
MARCHEX INC. CL B,MCHX,0.000077
DONEGAL GROUP INC. CL A,DGICA,0.000077
HILL INTERNATIONAL INC.,HIL,0.000076
INTREPID POTASH INC.,IPI,0.000076
CHEMOCENTRYX INC,CCXI,0.000076
WORKIVA INC CLASS A,WK,0.000076
BLACK BOX CORP.,BBOX,0.000076
ANTHERA PHARMACEUTICALS INC,ANTH,0.000075
PREFORMED LINE PRODUCTS CO.,PLPC,0.000075
LAWSON PRODUCTS INC.,LAWS,0.000075
CYTOMX THERAPEUTICS INC,CTMX,0.000075
FIVE STAR QUALITY CARE INC.,FVE,0.000075
NEW HOME INC,NWHM,0.000074
DULUTH HOLDINGS INC CLASS B,DLTH,0.000074
INVENTURE FOODS INC,SNAK,0.000074
ENDOCYTE INC,ECYT,0.000074
JOHNSON OUTDOORS INC CLASS A,JOUT,0.000074
VIRNETX HOLDING CORP,VHC,0.000073
AMERESCO INC. CL A,AMRC,0.000073
CLAYTON WILLIAMS ENERGY INC,CWEI,0.000073
VIVUS INC.,VVUS,0.000072
CIVEO CORP,CVEO,0.000072
DICERNA PHARMACEUTICALS INC,DRNA,0.000072
TROVAGENE INC,TROV,0.000072
GENER8 MARITIME INC,GNRT,0.000072
LIBERTY TAX INC CLASS A,TAX,0.000071
EMCORE CORP.,EMKR,0.000071
UNITED STATES LIME AND MINERALS IN,USLM,0.000071
BELLICUM PHARMACEUTICALS INC,BLCM,0.00007
AEROHIVE NETWORKS INC,HIVE,0.00007
EVERYDAY HEALTH INC,EVDY,0.00007
GENIE ENERGY LTD CLASS B,GNE,0.00007
PERNIX THERAPEUTICS HOLDINGS INC.,PTX,0.00007
HERITAGE CRYSTAL INC,HCCI,0.00007
REPUBLIC AIRWAYS HOLDINGS INC.,RJET,0.000069
ZAFGEN INCINARY,ZFGN,0.000069
GENESIS HEALTHCARE INC CLASS A,GEN,0.000069
PACIFIC ETHANOL INC.,PEIX,0.000069
HC HOLDINGS INC,HCHC,0.000068
L.B. FOSTER CO.,FSTR,0.000068
EDGE THERAPEUTICS INC,EDGE,0.000067
GUIDANCE SOFTWARE INC.,GUID,0.000067
INSTRUCTURE INC,INST,0.000067
COLLECTORS UNIVERSE INC.,CLCT,0.000067
PARK CITY GROUP INC,PCYG,0.000067
COLLEGIUM PHARMACEUTICAL INC,COLL,0.000067
IMPRIVATA INC,IMPR,0.000067
VOXX INTERNATIONAL CORP (A),VOXX,0.000067
INDEPENDENCE HOLDING CO.,IHC,0.000065
PAPA MURPHYS HOLDINGS INC,FRSH,0.000065
FAIRMOUNT SANTROL HOLDINGS INC,FMSA,0.000065
RADIANT LOGISTIC INC,RLGT,0.000065
NORTHWEST BIOTHERAPEUTICS INC.,NWBO,0.000065
CHIASMA INC,CHMA,0.000064
NATURES SUNSHINE PRODUCTS INC.,NATR,0.000064
LSB INDUSTRIES INC.,LXU,0.000064
ORION MARINE GROUP INC.,ORN,0.000063
BOOT BARN HOLDINGS INC,BOOT,0.000063
EVOLUTION PETROLEUM CORP,EPM,0.000063
PIONEER ENERGY SERVICES CORP,PES,0.000063
PZENA INVESTMENT MANAGEMENT INC.,PZN,0.000062
UNIVERSAL TRUCKLOAD SERVICES INC.,UACL,0.000062
XOMA CORP,XOMA,0.000062
SYSTEMAX INC,SYX,0.000062
MCBC HOLDINGS INC,MCFT,0.000061
BLACK DIAMOND INC.,BDE,0.000061
REGENXBIO INC,RGNX,0.000061
KRONOS WORLDWIDE INC.,KRO,0.000061
GASTAR EXPLORATION INC,GST,0.000061
NATERA INC,NTRA,0.000061
ROCKET FUEL INC,FUEL,0.00006
HARVARD BIOSCIENCE INC.,HBIO,0.000059
ARATANA THERAPEUTICS INC,PETX,0.000059
MEDGENICS INC,MDGN,0.000059
BIOSCRIP INC.,BIOS,0.000059
CLOUD PEAK ENERGY INC.,CLD,0.000059
URANIUM ENERGY CORP,UEC,0.000058
SCORPIO BULKERS INC,SALT,0.000058
OCULAR THERAPEUTIX INC,OCUL,0.000058
OLYMPIC STEEL INC.,ZEUS,0.000058
VOYAGER THERAPEUTICS INC,VYGR,0.000058
MARIN SOFTWARE INC,MRIN,0.000058
ON DECK CAPITAL INC,ONDK,0.000057
ENERNOC INC.,ENOC,0.000057
REALNETWORKS INC.,RNWK,0.000057
ENERGY FUELS INC,UUUU,0.000057
OMEGA FLEX INC.,OFLX,0.000057
EXONE,XONE,0.000057
INTELSAT SA,I,0.000056
NOBILIS HEALTH CORP,HLTH,0.000056
ENTELLUS MEDICAL INC,ENTL,0.000056
BARRACUDA NETWORKS INC,CUDA,0.000055
NV5 GLOBAL INC,NVEE,0.000055
MODUSLINK GLOBAL SOLUTIONS INC,MLNK,0.000055
ASSEMBLY BIOSCIENCES INC,ASMB,0.000054
NANTKWEST INC,NK,0.000054
AGILE THERAPEUTICS INC,AGRX,0.000054
PROTEON THERAPEUTICS INC,PRTO,0.000054
WESTMORELAND COAL CO.,WLB,0.000053
T2 BIOSYSTEMS INC,TTOO,0.000053
VERACYTE INC,VCYT,0.000053
NORTHWEST PIPE CO.,NWPX,0.000053
JONES ENERGY INC CLASS A,JONE,0.000053
CASTLE BRANDS INC,ROX,0.000053
TRANSENTERIX INC,TRXC,0.000052
PEABODY ENERGY CORP,BTU,0.000052
ADAMS RESOURCES AND ENERGY INC,AE,0.000052
RESOURCE AMERICA INC. CL A,REXI,0.000052
BASIC ENERGY SERVICES INC.,BAS,0.000052
PENDRELL CORP CLASS A,PCO,0.000052
MYOKARDIA INC,MYOK,0.000051
FIBROCELL SCIENCE INC,FCSC,0.000051
SYNUTRA INTERNATIONAL INC.,SYUT,0.000051
ABRAXAS PETROLEUM CORP.,AXAS,0.000051
CONTAINER STORE GROUP INC,TCS,0.00005
LIMELIGHT NETWORKS INC,LLNW,0.00005
FENIX PARTS INC,FENX,0.00005
UNILIFE CORP,UNIS,0.00005
APPFOLIO INC CLASS A,APPF,0.000049
GENOCEA BIOSCIENCES INC,GNCA,0.000049
AMBER ROAD INC,AMBR,0.000049
CRAFT BREW ALLIANCE INC,BREW,0.000049
CDI CORP.,CDI,0.000049
GULFMARK OFFSHORE INC. CL A,GLF,0.000048
STEMLINE THERAPEUTICS INC,STML,0.000048
NORDIC AMERICAN OFFSHORE LTD,NAO,0.000048
CORE MOLDING TECHNOLOGIES INC,CMT,0.000048
FOGO DE CHAO INC,FOGO,0.000048
ENPHASE ENERGY INC,ENPH,0.000048
SKULLCANDY INC.,SKUL,0.000047
TWIN DISC INC.,TWIN,0.000047
CONTANGO OIL AND GAS,MCF,0.000047
TOWNSQUARE MEDIA INC CLASS A,TSQ,0.000047
TILLYS INC CLASS A,TLYS,0.000047
VOLT INFORMATION SCIENCES INC,VISI,0.000046
P.A.M. TRANSPORTATION SERVICES INC,PTSI,0.000046
SIZMEK INC,SZMK,0.000046
COMMERCIAL VEHICLE GROUP INC.,CVGI,0.000046
ISRAMCO INC.,ISRL,0.000045
ENERGY XXI (BERMUDA) LTD.,EXXI,0.000045
VINCE HOLDING CORP,VNCE,0.000044
MORGANS HOTEL GROUP CO.,MHGC,0.000043
VIOLIN MEMORY INC,VMEM,0.000043
ALLEGIANCE BANCSHARES INC,ABTX,0.000042
SIENTRA INC,SIEN,0.000042
CIDARA THERAPEUTICS INC,CDTX,0.000042
POWER SOLUTIONS INTERNATIONAL INC.,PSIX,0.000042
EVINE LIVE INC CLASS A,EVLV,0.000042
ECLIPSE RESOURCES CORP,ECR,0.000041
LIVE OAK BANCSHARES INC,LOB,0.000041
UNIVERSAL TECHNICAL INSTITUTE INC.,UTI,0.000041
MARINE PRODUCTS CORP,MPX,0.000041
CORIUM INTERNATIONAL INC,CORI,0.000041
INDEPENDENCE CONTRACT DRILLING INC,ICD,0.000041
DIGITAL TURBINE INC,APPS,0.00004
NAVIOS MARITIME INC,NM,0.00004
STONEGATE MORTGAGE CORP,SGM,0.00004
SPARK ENERGY INC CLASS A,SPKE,0.00004
HAMPTON ROADS BANKSHARES INC.,HMPR,0.00004
ALIMERA SCIENCES INC,ALIM,0.000039
FLEX PHARMA INC,FLKS,0.000039
AFFIMED NV,AFMD,0.000039
CAMBIUM LEARNING GROUP INC,ABCD,0.000039
6D GLOBAL TECHNOLOGIES INC,SIXD,0.000038
IRADIMED CORP,IRMD,0.000038
NEFF CORP CLASS A,NEFF,0.000038
NEOS THERAPEUTICS INC,NEOS,0.000037
CHRISTOPHER AND BANKS CORP,CBK,0.000037
W&T OFFSHORE INC.,WTI,0.000037
CALITHERA BIOSCIENCES INC.,CALA,0.000036
CORINDUS VASCULAR ROBOTICS INC,CVRS,0.000036
INVITAE CORP,NVTA,0.000036
EQUITY BANCSHARES INC CLASS A,EQBK,0.000036
ION GEOPHYSICAL CORP.,IO,0.000036
XACTLY CORP,XTLY,0.000035
LIFEWAY FOODS INC.,LWAY,0.000035
NOVATEL WIRELESS INC,MIFI,0.000035
TRAVELZOO INC,TZOO,0.000035
ASHFORD INC,AINC,0.000035
HANDY & HARMAN LTD.,HNH,0.000034
PATRIOT NATIONAL INC,PN,0.000034
GREAT AJAX CORP,AJX,0.000033
BLUE BIRD CORP,BLBD,0.000032
TOKAI PHARMACEUTICALS INC,TKAI,0.000031
PEOPLES UTAH,PUB,0.000031
GOLDEN OCEAN GROUP LTD,GOGL,0.000031
SECOND SIGHT MEDICAL PRODUCTS INC,EYES,0.000031
EAGLE BULK SHIPPING INC,EGLE,0.000031
CORMEDIX INC,CRMD,0.00003
ENDOCHOICE HOLDINGS INC,GI,0.00003
RYERSON HOLDING CORP,RYI,0.00003
DIMENSION THERAPEUTICS INC,DMTX,0.000029
RENTECH INC,RTK,0.000029
HALLADOR ENERGY CO,HNRG,0.000029
ACCURIDE CORP.,ACW,0.000028
VERASTEM INC,VSTM,0.000028
APIGEE CORP,APIC,0.000028
ATYR PHARMA INC,LIFE,0.000028
HALCON RESOURCES CORP,HK,0.000027
VTV THERAPEUTICS INC CLASS A,VTVT,0.000027
BBX CAPITAL CORP CL A,BBX,0.000026
HORSEHEAD HOLDING CORP.,ZINC,0.000026
IMATION CORP.,IMN,0.000025
INVUITY INC,IVTY,0.000025
CUMULUS MEDIA INC.,CMLS,0.000025
EMPIRE RESORTS INC,NYNY,0.000025
ALLIANCE HEALTHCARE SERVICES INC.,AIQ,0.000024
APPROACH RESOURCES INC.,AREX,0.000022
LANTHEUS HOLDINGS INC,LNTH,0.000021
REX ENERGY CORP.,REXX,0.000021
SEVENTY SEVEN ENERGY INC,SSE,0.000021
XBIOTECH INC,XBIT,0.000021
CATABASIS PHARMACEUTICALS INC,CATB,0.00002
ZYNERBA PHARMACEUTICALS INC,ZYNE,0.000019
ERIN ENERGY CORP,ERN,0.000019
KEY ENERGY SERVICES INC.,KEG,0.000018
ASTERIAS BIOTHERAPEUTICS INC SERIE,AST,0.000018
VALHI INC.,VHI,0.000018
NIVALIS THERAPEUTICS INC,NVLS,0.000017
ABEONA THERAPEUTICS INC,ABEO,0.000017
CARBYLAN THERAPEUTICS INC,CBYL,0.000017
TRIANGLE PETROLEUM CORP,TPLM,0.000016
MEDLEY MANAGEMENT INC CLASS A,MDLY,0.000016
ZAIS GROUP HOLDINGS INC CLASS A,ZAIS,0.000015
THRESHOLD PHARMACEUTICALS INC.,THLD,0.000015
SYNTA PHARMACEUTICALS CORP.,SNTA,0.000014
TRANSATLANTIC PETROLEUM LTD,TAT,0.000014
ARCADIA BIOSCIENCES INC,RKDA,0.000012
TOBIRA THERAPEUTICS INC,TBRA,0.000012
J G WENTWORTH CLASS A,JGW,0.000011
FIFTH STREET ASSET MANAGEMENT INC,FSAM,0.000011
NL INDUSTRIES INC.,NL,0.00001
CONNECTURE INC,CNXR,0.00001
EARTHSTONE ENERGY INC,ESTE,0.00001
ALTISOURCE ASSET MANAGEMENT CORP,AAMC,0.000009
FAIRWAY GROUP HOLDINGS CORP CLASS,FWM,0.000009
BEBE STORES INC.,BEBE,0.000009
SAFE BULKERS INC,SB,0.000009
ONCOCYTE CORP,OCX,0.000007
NORTH ATLANTIC DRILLING LTD,NADL,0.000007
MAXPOINT INTERACTIVE INC,MXPT,0.000007
SFX ENTERTAINMENT INC,SFXE,0.000003
CODE REBEL CORP,CDRB,0.000002
ULTRAPETROL (BAHAMAS) LTD.,ULTR,0.000001
EMPIRE RESORTS INC- RIGHTS,NYNYR,0
GERBER SCIENTIFIC ESCROW,GRB,0
RUSSELL 2000 EMINI ICE MAR 16,,0
MAGNUM HUNTER RESOURCES CORP,MHR,0
TRIUS THERAPEUTICS INC,TSRX,0
Petrocorp Inc Escrow,P5N994,0
PENN VIRGINIA CORP,PVAH,0
